,CustomerID,Recency(Days),Frequency,Monetory,Recency(Days)Score,FrequencyScore,MonetoryScore,RFM,Loyality_Level
1167,1180,96,58,156517,3,2,2,7,Gold
1168,1181,295,16,34377,4,4,4,12,Bronze
1169,1182,110,23,71566,3,3,3,9,Silver
1170,1183,264,31,112988,4,3,2,9,Silver
1171,1184,180,26,53032,4,3,3,10,Silver
1172,1185,170,9,22725,4,4,4,12,Bronze
1173,1186,37,7,10592,2,4,4,10,Silver
1174,1187,24,45,105670,2,2,2,6,Gold
1175,1188,18,49,115174,1,2,2,5,Platinum
1176,1189,22,45,607342,2,2,1,5,Platinum
1177,1190,81,11,81029,3,4,3,10,Silver
1178,1191,69,5,10984,3,4,4,11,Bronze
1179,1192,365,3,13024,4,4,4,12,Bronze
1180,1193,3,160,357665,1,1,1,3,Platinum
1181,1194,12,35,92191,1,3,2,6,Gold
1182,1195,177,39,85597,4,3,3,10,Silver
1183,1196,218,136,405738,4,1,1,6,Gold
1184,1197,9,19,344286,1,3,1,5,Platinum
1185,1198,2,25,51916,1,3,3,7,Gold
1186,1199,155,33,40072,4,3,3,10,Silver
1187,1200,6,152,127086,1,1,2,4,Platinum
1188,1202,80,92,77954,3,2,3,8,Gold
1189,1203,22,12,29006,2,4,4,10,Silver
1190,1204,22,11,21924,2,4,4,10,Silver
1191,1205,309,35,91898,4,3,2,9,Silver
1192,1206,152,2,10530,4,4,4,12,Bronze
1193,1207,8,626,1124780,1,1,1,3,Platinum
1194,1208,19,149,368698,1,1,1,3,Platinum
1195,1209,72,15,25157,3,4,4,11,Bronze
1196,1210,289,11,33686,4,4,4,12,Bronze
1197,1211,50,28,53946,2,3,3,8,Gold
1198,1212,32,338,331466,2,1,1,4,Platinum
1199,1213,209,10,43178,4,4,3,11,Bronze
1200,1214,16,15,36851,1,4,4,9,Silver
1201,1215,74,54,121590,3,2,2,7,Gold
1202,1216,63,11,26950,3,4,4,11,Bronze
1203,1217,40,111,242037,2,1,1,4,Platinum
1204,1218,34,107,326702,2,1,1,4,Platinum
1205,1219,29,16,127492,2,4,2,8,Gold
1206,1220,5,351,888245,1,1,1,3,Platinum
1207,1221,20,13,43429,2,4,3,9,Silver
1208,1222,20,234,565276,2,1,1,4,Platinum
1209,1223,66,41,199572,3,3,2,8,Gold
1210,1224,214,16,42763,4,4,3,11,Bronze
1211,1225,13,83,130982,1,2,2,5,Platinum
1212,1226,31,5,10714,2,4,4,10,Silver
1213,1227,44,121,388165,2,1,1,4,Platinum
1214,1228,4,155,275868,1,1,1,3,Platinum
1215,1229,16,86,180996,1,2,2,5,Platinum
1216,1230,11,208,500790,1,1,1,3,Platinum
1217,1231,212,15,99240,4,4,2,10,Silver
1218,1232,46,39,258574,2,3,1,6,Gold
1219,1233,135,47,97239,3,2,2,7,Gold
1220,1234,44,171,599457,2,1,1,4,Platinum
1221,1235,10,84,408585,1,2,1,4,Platinum
1222,1236,118,30,127459,3,3,2,8,Gold
1223,1237,199,42,88479,4,2,2,8,Gold
1224,1238,280,11,40452,4,4,3,11,Bronze
1225,1239,111,34,72658,3,3,3,9,Silver
1226,1240,78,39,101776,3,3,2,8,Gold
1227,1241,53,20,112726,3,3,2,8,Gold
1228,1242,162,161,542697,4,1,1,6,Gold
1229,1243,47,66,191118,2,2,2,6,Gold
1230,1244,17,39,86924,1,3,2,6,Gold
1231,1245,156,22,72623,4,3,3,10,Silver
1232,1246,226,28,65219,4,3,3,10,Silver
1233,1247,8,31,77964,1,3,3,7,Gold
1234,1248,124,16,37972,3,4,4,11,Bronze
1235,1249,63,6,13908,3,4,4,11,Bronze
1236,1250,64,15,57438,3,4,3,10,Silver
1237,1251,19,243,307161,1,1,1,3,Platinum
1238,1252,9,248,1710795,1,1,1,3,Platinum
1239,1253,8,143,405933,1,1,1,3,Platinum
1240,1254,23,89,83545,2,2,3,7,Gold
1241,1255,29,66,174196,2,2,2,6,Gold
1242,1256,285,38,77308,4,3,3,10,Silver
1243,1257,177,28,17031,4,3,4,11,Bronze
1244,1258,79,92,202522,3,2,2,7,Gold
1245,1259,38,6,17888,2,4,4,10,Silver
1246,1260,43,235,442700,2,1,1,4,Platinum
1247,1261,267,21,19192,4,3,4,11,Bronze
1248,1262,27,209,81035,2,1,3,6,Gold
1249,1263,110,6,195522,3,4,2,9,Silver
1250,1264,285,13,30426,4,4,4,12,Bronze
1251,1265,9,32,152704,1,3,2,6,Gold
1252,1266,306,85,54641,4,2,3,9,Silver
1253,1267,17,488,765738,1,1,1,3,Platinum
1254,1268,32,54,111085,2,2,2,6,Gold
1255,1269,1,210,1767931,1,1,1,3,Platinum
1256,1270,20,56,27949,2,2,4,8,Gold
1257,1271,128,4,33890,3,4,4,11,Bronze
1258,1272,66,6,12644,3,4,4,11,Bronze
1259,1273,107,10,79132,3,4,3,10,Silver
1260,1274,2,1106,1031327,1,1,1,3,Platinum
1261,1275,25,284,877086,2,1,1,4,Platinum
1262,1276,267,8,27568,4,4,4,12,Bronze
1263,1277,5,202,892064,1,1,1,3,Platinum
1264,1278,10,111,1349698,1,1,1,3,Platinum
1265,1279,30,80,236586,2,2,1,5,Platinum
1266,1280,267,7,17433,4,4,4,12,Bronze
1267,1281,64,52,56690,3,2,3,8,Gold
1268,1282,321,24,29822,4,3,4,11,Bronze
1269,1283,4,322,193682,1,1,2,4,Platinum
1270,1284,33,13,19462,2,4,4,10,Silver
1271,1285,5,43,131134,1,2,2,5,Platinum
1272,1286,130,46,16265,3,2,4,9,Silver
1273,1287,44,42,63392,2,2,3,7,Gold
1274,1288,102,65,118844,3,2,2,7,Gold
1275,1289,126,12,53136,3,4,3,10,Silver
1276,1290,37,4,6492,2,4,4,10,Silver
1277,1291,303,152,122315,4,1,2,7,Gold
1278,1292,365,29,24900,4,3,4,11,Bronze
1279,1293,5,181,142996,1,1,2,4,Platinum
1280,1294,3,450,614012,1,1,1,3,Platinum
1281,1295,3,69,34777,1,2,4,7,Gold
1282,1296,11,589,5678995,1,1,1,3,Platinum
1283,1297,58,14,23739,3,4,4,11,Bronze
1284,1298,326,1,8352,4,4,4,12,Bronze
1285,1299,8,214,510004,1,1,1,3,Platinum
1286,1300,13,105,60215,1,1,3,5,Platinum
1287,1301,5,5095,6154642,1,1,1,3,Platinum
1288,1302,37,21,19091,2,3,4,9,Silver
1289,1303,17,250,421621,1,1,1,3,Platinum
1290,1304,138,26,22838,3,3,4,10,Silver
1291,1305,75,34,795177,3,3,1,7,Gold
1292,1306,8,79,181735,1,2,2,5,Platinum
1293,1307,155,21,26096,4,3,4,11,Bronze
1294,1308,240,74,170278,4,2,2,8,Gold
1295,1309,52,123,362951,2,1,1,4,Platinum
1296,1310,31,34,75647,2,3,3,8,Gold
1297,1311,73,9,18446,3,4,4,11,Bronze
1298,1312,5,156,706082,1,1,1,3,Platinum
1299,1313,16,10,95841,1,4,2,7,Gold
1300,1314,26,160,375871,2,1,1,4,Platinum
1301,1315,4,34,219822,1,3,1,5,Platinum
1302,1316,276,15,43651,4,4,3,11,Bronze
1303,1317,22,72,175489,2,2,2,6,Gold
1304,1318,145,3,13704,4,4,4,12,Bronze
1305,1320,4,159,381197,1,1,1,3,Platinum
1306,1321,85,5,111164,3,4,2,9,Silver
1307,1322,11,167,362428,1,1,1,3,Platinum
1308,1323,10,15,86422,1,4,2,7,Gold
1309,1324,124,44,89151,3,2,2,7,Gold
1310,1325,61,46,90653,3,2,2,7,Gold
1311,1326,2,52,144699,1,2,2,5,Platinum
1312,1327,320,67,63884,4,2,3,9,Silver
1313,1328,3,200,531780,1,1,1,3,Platinum
1314,1329,130,28,77181,3,3,3,9,Silver
1315,1330,2,134,666799,1,1,1,3,Platinum
1316,1331,3,47,127049,1,2,2,5,Platinum
1317,1332,47,26,64788,2,3,3,8,Gold
1318,1333,4,66,132154,1,2,2,5,Platinum
1319,1334,4,40,110735,1,3,2,6,Gold
1320,1335,374,22,45056,4,3,3,10,Silver
1321,1336,135,7,12842,3,4,4,11,Bronze
1322,1337,47,11,414756,2,4,1,7,Gold
1323,1338,9,210,542129,1,1,1,3,Platinum
1324,1339,84,5,53036,3,4,3,10,Silver
1325,1340,234,3,16640,4,4,4,12,Bronze
1326,1341,221,28,55953,4,3,3,10,Silver
1327,1342,37,26,90914,2,3,2,7,Gold
1328,1343,76,49,97488,3,2,2,7,Gold
1329,1344,240,52,161084,4,2,2,8,Gold
1330,1345,267,6,12968,4,4,4,12,Bronze
1331,1346,10,1384,12657119,1,1,1,3,Platinum
1332,1347,20,48,55258,2,2,3,7,Gold
1333,1348,41,41,86224,2,3,2,7,Gold
1334,1349,20,1203,688129,2,1,1,4,Platinum
1335,1350,216,108,136553,4,1,2,7,Gold
1336,1351,174,25,36425,4,3,4,11,Bronze
1337,1352,88,52,297296,3,2,1,6,Gold
1338,1353,80,29,220734,3,3,1,7,Gold
1339,1354,276,25,14751,4,3,4,11,Bronze
1340,1355,40,52,66512,2,2,3,7,Gold
1341,1356,99,58,46170,3,2,3,8,Gold
1342,1357,11,29,52999,1,3,3,7,Gold
1343,1358,34,26,18334,2,3,4,9,Silver
1344,1359,60,149,394867,3,1,1,5,Platinum
1345,1360,298,31,67577,4,3,3,10,Silver
1346,1361,88,42,67158,3,2,3,8,Gold
1347,1362,9,325,237192,1,1,1,3,Platinum
1348,1363,41,165,86982,2,1,2,5,Platinum
1349,1364,11,240,510188,1,1,1,3,Platinum
1350,1365,67,24,51181,3,3,3,9,Silver
1351,1366,332,3,20166,4,4,4,12,Bronze
1352,1367,32,65,259588,2,2,1,5,Platinum
1353,1368,3,265,668644,1,1,1,3,Platinum
1354,1369,2,259,647781,1,1,1,3,Platinum
1355,1370,68,42,106222,3,2,2,7,Gold
1356,1371,5,579,1425416,1,1,1,3,Platinum
1357,1372,203,7,163280,4,4,2,10,Silver
1358,1373,107,6,41114,3,4,3,10,Silver
1359,1374,19,39,84158,1,3,3,7,Gold
1360,1375,221,2,19752,4,4,4,12,Bronze
1361,1376,61,37,112072,3,3,2,8,Gold
1362,1377,3,44,19978,1,2,4,7,Gold
1363,1378,18,24,58684,1,3,3,7,Gold
1364,1379,240,20,46408,4,3,3,10,Silver
1365,1380,95,10,17337,3,4,4,11,Bronze
1366,1381,11,87,245034,1,2,1,4,Platinum
1367,1382,106,102,228327,3,1,1,5,Platinum
1368,1383,54,112,284329,3,1,1,5,Platinum
1369,1384,91,9,155680,3,4,2,9,Silver
1370,1386,31,67,137022,2,2,2,6,Gold
1371,1387,12,108,246182,1,1,1,3,Platinum
1372,1388,5,59,215044,1,2,1,4,Platinum
1373,1389,3,100,238496,1,2,1,4,Platinum
1374,1390,43,12,26476,2,4,4,10,Silver
1375,1391,6,7,13646,1,4,4,9,Silver
1376,1392,249,21,76886,4,3,3,10,Silver
1377,1393,43,193,456732,2,1,1,4,Platinum
1378,1394,178,41,96639,4,3,2,9,Silver
1379,1395,93,60,123779,3,2,2,7,Gold
1380,1396,111,118,130636,3,1,2,6,Gold
1381,1397,30,67,286835,2,2,1,5,Platinum
1382,1398,27,175,430266,2,1,1,4,Platinum
1383,1399,52,40,189213,2,3,2,7,Gold
1384,1400,184,50,111794,4,2,2,8,Gold
1385,1401,43,115,295818,2,1,1,4,Platinum
1386,1402,50,35,169570,2,3,2,7,Gold
1387,1403,23,159,119867,2,1,2,5,Platinum
1388,1404,76,79,406774,3,2,1,6,Gold
1389,1405,81,15,63854,3,4,3,10,Silver
1390,1406,374,9,17633,4,4,4,12,Bronze
1391,1407,329,8,20847,4,4,4,12,Bronze
1392,1408,44,112,289509,2,1,1,4,Platinum
1393,1409,31,42,107479,2,2,2,6,Gold
1394,1410,184,10,27340,4,4,4,12,Bronze
1395,1411,235,16,34381,4,4,4,12,Bronze
1396,1412,11,141,317557,1,1,1,3,Platinum
1397,1413,220,108,217525,4,1,1,6,Gold
1398,1414,111,75,182781,3,2,2,7,Gold
1399,1415,279,20,15917,4,3,4,11,Bronze
1400,1416,320,8,36582,4,4,4,12,Bronze
1401,1417,8,111,245538,1,1,1,3,Platinum
1402,1418,2,78,382408,1,2,1,4,Platinum
1403,1419,261,53,118512,4,2,2,8,Gold
1404,1420,65,106,409986,3,1,1,5,Platinum
1405,1421,10,111,1556962,1,1,1,3,Platinum
1406,1422,143,5,16202,3,4,4,11,Bronze
1407,1423,51,52,139383,2,2,2,6,Gold
1408,1424,9,143,345454,1,1,1,3,Platinum
1409,1425,155,17,38063,4,4,4,12,Bronze
1410,1426,110,31,68153,3,3,3,9,Silver
1411,1427,163,55,176636,4,2,2,8,Gold
1412,1428,332,29,57851,4,3,3,10,Silver
1413,1429,226,10,15960,4,4,4,12,Bronze
1414,1430,74,33,75485,3,3,3,9,Silver
1415,1431,55,29,67670,3,3,3,9,Silver
1416,1432,99,64,143686,3,2,2,7,Gold
1417,1433,16,224,511601,1,1,1,3,Platinum
1418,1434,197,8,14544,4,4,4,12,Bronze
1419,1435,4,156,494639,1,1,1,3,Platinum
1420,1436,31,32,66913,2,3,3,8,Gold
1421,1437,22,27,216966,2,3,1,6,Gold
1422,1438,24,280,699832,2,1,1,4,Platinum
1423,1439,10,9,37573,1,4,4,9,Silver
1424,1440,214,16,53474,4,4,3,11,Bronze
1425,1441,9,47,104944,1,2,2,5,Platinum
1426,1442,12,101,277766,1,1,1,3,Platinum
1427,1443,2,237,526528,1,1,1,3,Platinum
1428,1444,9,100,557435,1,2,1,4,Platinum
1429,1445,4,61,137983,1,2,2,5,Platinum
1430,1446,41,5,18228,2,4,4,10,Silver
1431,1447,18,62,180733,1,2,2,5,Platinum
1432,1448,9,1636,7900365,1,1,1,3,Platinum
1433,1449,9,143,510589,1,1,1,3,Platinum
1434,1450,27,3,6260,2,4,4,10,Silver
1435,1451,118,13,89294,3,4,2,9,Silver
1436,1452,223,17,45888,4,4,3,11,Bronze
1437,1453,72,105,238832,3,1,1,5,Platinum
1438,1454,54,33,253216,3,3,1,7,Gold
1439,1455,89,180,406460,3,1,1,5,Platinum
1440,1456,9,117,313980,1,1,1,3,Platinum
1441,1457,243,20,36123,4,3,4,11,Bronze
1442,1458,47,87,211767,2,2,1,5,Platinum
1443,1459,108,8,26668,3,4,4,11,Bronze
1444,1460,45,101,297457,2,1,1,4,Platinum
1445,1461,65,24,65239,3,3,3,9,Silver
1446,1462,207,31,64807,4,3,3,10,Silver
1447,1463,12,123,268579,1,1,1,3,Platinum
1448,1464,115,36,73120,3,3,3,9,Silver
1449,1465,244,8,22743,4,4,4,12,Bronze
1450,1466,164,12,37517,4,4,4,12,Bronze
1451,1467,18,259,655085,1,1,1,3,Platinum
1452,1468,127,28,57222,3,3,3,9,Silver
1453,1469,23,26,110761,2,3,2,7,Gold
1454,1470,68,15,44714,3,4,3,10,Silver
1455,1471,17,162,344571,1,1,1,3,Platinum
1456,1472,17,63,67259,1,2,3,6,Gold
1457,1473,17,90,248572,1,2,1,4,Platinum
1458,1474,163,31,79743,4,3,3,10,Silver
1459,1475,243,14,38856,4,4,4,12,Bronze
1460,1476,220,6,15558,4,4,4,12,Bronze
1461,1477,46,129,287886,2,1,1,4,Platinum
1462,1478,23,21,88141,2,3,2,7,Gold
1463,1479,128,71,110450,3,2,2,7,Gold
1464,1480,39,6,14778,2,4,4,10,Silver
1465,1481,121,60,127255,3,2,2,7,Gold
1466,1482,261,18,49797,4,3,3,10,Silver
1467,1483,11,31,18220,1,3,4,8,Gold
1468,1484,275,18,39398,4,3,3,10,Silver
1469,1485,169,1,5136,4,4,4,12,Bronze
1470,1486,159,47,129929,4,2,2,8,Gold
1471,1487,216,6,13498,4,4,4,12,Bronze
1472,1488,6,9,27672,1,4,4,9,Silver
1473,1489,368,11,23380,4,4,4,12,Bronze
1474,1490,80,33,82772,3,3,3,9,Silver
1475,1491,44,41,29939,2,3,4,9,Silver
1476,1492,20,55,109881,2,2,2,6,Gold
1477,1493,32,118,269098,2,1,1,4,Platinum
1478,1494,23,41,21284,2,3,4,9,Silver
1479,1495,109,69,452903,3,2,1,6,Gold
1480,1496,9,524,1156866,1,1,1,3,Platinum
1481,1497,320,8,17560,4,4,4,12,Bronze
1482,1498,296,4,11970,4,4,4,12,Bronze
1483,1499,359,4,8157,4,4,4,12,Bronze
1484,1500,186,75,35113,4,2,4,10,Silver
1485,1501,193,11,66077,4,4,3,11,Bronze
1486,1502,45,46,50804,2,2,3,7,Gold
1487,1503,53,56,29008,3,2,4,9,Silver
1488,1504,27,131,127119,2,1,2,5,Platinum
1489,1505,39,59,164687,2,2,2,6,Gold
1490,1506,10,14,29451,1,4,4,9,Silver
1491,1507,299,7,17106,4,4,4,12,Bronze
1492,1508,33,140,213477,2,1,1,4,Platinum
1493,1509,11,186,425616,1,1,1,3,Platinum
1494,1510,66,45,142459,3,2,2,7,Gold
1495,1511,11,286,563467,1,1,1,3,Platinum
1496,1512,219,5,7542,4,4,4,12,Bronze
1497,1513,3,350,433236,1,1,1,3,Platinum
1498,1514,66,73,59115,3,2,3,8,Gold
1499,1515,3,87,380216,1,2,1,4,Platinum
1500,1516,150,25,80191,4,3,3,10,Silver
1501,1517,5,182,641287,1,1,1,3,Platinum
1502,1518,132,20,177300,3,3,2,8,Gold
1503,1519,34,103,196884,2,1,2,5,Platinum
1504,1520,121,8,17617,3,4,4,11,Bronze
1505,1521,108,72,294027,3,2,1,6,Gold
1506,1522,12,107,347933,1,1,1,3,Platinum
1507,1523,73,54,259829,3,2,1,6,Gold
1508,1524,93,193,136848,3,1,2,6,Gold
1509,1525,312,14,117732,4,4,2,10,Silver
1510,1526,45,43,116595,2,2,2,6,Gold
1511,1527,364,23,15742,4,3,4,11,Bronze
1512,1528,92,97,287920,3,2,1,6,Gold
1513,1529,2,590,736706,1,1,1,3,Platinum
1514,1530,26,14,58676,2,4,3,9,Silver
1515,1531,4,124,278777,1,1,1,3,Platinum
1516,1532,11,206,129563,1,1,2,4,Platinum
1517,1533,100,29,54984,3,3,3,9,Silver
1518,1534,61,27,99077,3,3,2,8,Gold
1519,1535,1,222,567388,1,1,1,3,Platinum
1520,1536,221,3,33816,4,4,4,12,Bronze
1521,1537,26,1,34944,2,4,4,10,Silver
1522,1538,24,224,569564,2,1,1,4,Platinum
1523,1539,53,17,47024,3,4,3,10,Silver
1524,1540,8,144,149877,1,1,2,4,Platinum
1525,1541,303,17,53464,4,4,3,11,Bronze
1526,1542,10,382,323693,1,1,1,3,Platinum
1527,1543,28,12,161344,2,4,2,8,Gold
1528,1544,99,9,15645,3,4,4,11,Bronze
1529,1545,367,5,9228,4,4,4,12,Bronze
1530,1546,307,9,18894,4,4,4,12,Bronze
1531,1547,320,32,293010,4,3,1,8,Gold
1532,1548,10,55,263435,1,2,1,4,Platinum
1533,1549,2,51,193695,1,2,2,5,Platinum
1534,1550,205,63,186819,4,2,2,8,Gold
1535,1551,54,93,195546,3,2,2,7,Gold
1536,1552,1,292,147299,1,1,2,4,Platinum
1537,1553,19,70,145039,1,2,2,5,Platinum
1538,1554,12,20,41384,1,3,3,7,Gold
1539,1555,19,258,126183,1,1,2,4,Platinum
1540,1556,181,40,60870,4,3,3,10,Silver
1541,1557,61,109,81945,3,1,3,7,Gold
1542,1558,11,62,32055,1,2,4,7,Gold
1543,1559,191,22,13828,4,3,4,11,Bronze
1544,1560,6,968,443793,1,1,1,3,Platinum
1545,1561,311,4,15568,4,4,4,12,Bronze
1546,1562,156,37,221540,4,3,1,8,Gold
1547,1563,113,16,76815,3,4,3,10,Silver
1548,1564,149,179,253190,4,1,1,6,Gold
1549,1565,67,239,244752,3,1,1,5,Platinum
1550,1566,103,6,61795,3,4,3,10,Silver
1551,1567,247,130,128286,4,1,2,7,Gold
1552,1568,30,72,280035,2,2,1,5,Platinum
1553,1569,18,90,74019,1,2,3,6,Gold
1554,1570,12,43,57391,1,2,3,6,Gold
1555,1571,104,281,251361,3,1,1,5,Platinum
1556,1572,78,7,24418,3,4,4,11,Bronze
1557,1573,47,29,60966,2,3,3,8,Gold
1558,1574,73,42,113942,3,2,2,7,Gold
1559,1575,258,19,28023,4,3,4,11,Bronze
1560,1576,20,10,175220,2,4,2,8,Gold
1561,1577,254,18,38428,4,3,4,11,Bronze
1562,1578,12,13,32480,1,4,4,9,Silver
1563,1579,165,30,90227,4,3,2,9,Silver
1564,1580,19,144,287824,1,1,1,3,Platinum
1565,1581,282,9,17939,4,4,4,12,Bronze
1566,1582,52,14,40440,2,4,3,9,Silver
1567,1583,39,47,19926,2,2,4,8,Gold
1568,1584,28,144,153550,2,1,2,5,Platinum
1569,1585,68,46,142084,3,2,2,7,Gold
1570,1586,208,30,62774,4,3,3,10,Silver
1571,1587,176,17,42777,4,4,3,11,Bronze
1572,1588,8,120,299201,1,1,1,3,Platinum
1573,1589,26,7,19152,2,4,4,10,Silver
1574,1590,52,6,16136,2,4,4,10,Silver
1575,1591,312,19,64204,4,3,3,10,Silver
1576,1592,310,29,60049,4,3,3,10,Silver
1577,1593,43,193,248906,2,1,1,4,Platinum
1578,1594,27,194,108074,2,1,2,5,Platinum
1579,1595,89,7,42345,3,4,3,10,Silver
1580,1596,185,10,35553,4,4,4,12,Bronze
1581,1597,20,623,318158,2,1,1,4,Platinum
1582,1598,4,164,452984,1,1,1,3,Platinum
1583,1599,48,107,83233,2,1,3,6,Gold
1584,1600,18,799,729392,1,1,1,3,Platinum
1585,1601,18,316,237251,1,1,1,3,Platinum
1586,1602,26,96,164389,2,2,2,6,Gold
1587,1603,23,57,33235,2,2,4,8,Gold
1588,1604,12,68,172447,1,2,2,5,Platinum
1589,1605,189,23,34334,4,3,4,11,Bronze
1590,1606,109,12,54902,3,4,3,10,Silver
1591,1607,63,73,139457,3,2,2,7,Gold
1592,1608,18,101,264900,1,1,1,3,Platinum
1593,1609,37,18,38560,2,3,4,9,Silver
1594,1610,67,16,35220,3,4,4,11,Bronze
1595,1611,5,4,36978,1,4,4,9,Silver
1596,1612,33,17,115313,2,4,2,8,Gold
1597,1613,109,12,40506,3,4,3,10,Silver
1598,1614,35,203,222070,2,1,1,4,Platinum
1599,1615,20,291,572116,2,1,1,4,Platinum
1600,1616,3,971,955662,1,1,1,3,Platinum
1601,1617,38,18,54920,2,3,3,8,Gold
1602,1618,61,229,79035,3,1,3,7,Gold
1603,1619,26,216,370024,2,1,1,4,Platinum
1604,1620,237,64,113282,4,2,2,8,Gold
1605,1621,25,61,337858,2,2,1,5,Platinum
1606,1622,3,518,544749,1,1,1,3,Platinum
1607,1623,61,330,370210,3,1,1,5,Platinum
1608,1624,260,19,19192,4,3,4,11,Bronze
1609,1625,58,10,41700,3,4,3,10,Silver
1610,1626,65,19,45958,3,3,3,9,Silver
1611,1627,16,32,80631,1,3,3,7,Gold
1612,1628,10,76,123707,1,2,2,5,Platinum
1613,1629,59,111,178550,3,1,2,6,Gold
1614,1630,189,5,11411,4,4,4,12,Bronze
1615,1631,30,69,393836,2,2,1,5,Platinum
1616,1632,25,114,276356,2,1,1,4,Platinum
1617,1633,6,399,325608,1,1,1,3,Platinum
1618,1634,4,366,528102,1,1,1,3,Platinum
1619,1635,155,4,72480,4,4,3,11,Bronze
1620,1636,312,56,37940,4,2,4,10,Silver
1621,1637,11,48,99340,1,2,2,5,Platinum
1622,1638,19,10,24943,1,4,4,9,Silver
1623,1639,152,58,20448,4,2,4,10,Silver
1624,1640,20,113,110956,2,1,2,5,Platinum
1625,1641,11,216,306003,1,1,1,3,Platinum
1626,1642,59,21,40579,3,3,3,9,Silver
1627,1643,86,16,103568,3,4,2,9,Silver
1628,1644,14,74,286492,1,2,1,4,Platinum
1629,1645,76,69,155530,3,2,2,7,Gold
1630,1646,4,423,601307,1,1,1,3,Platinum
1631,1647,96,127,388493,3,1,1,5,Platinum
1632,1648,113,4,167200,3,4,2,9,Silver
1633,1649,58,33,176068,3,3,2,8,Gold
1634,1650,3,12,28144,1,4,4,9,Silver
1635,1651,281,28,25610,4,3,4,11,Bronze
1636,1652,6,270,351415,1,1,1,3,Platinum
1637,1653,182,235,192326,4,1,2,7,Gold
1638,1654,380,1,4392,4,4,4,12,Bronze
1639,1655,13,123,105074,1,1,2,4,Platinum
1640,1656,4,24,32711,1,3,4,8,Gold
1641,1657,17,17,21507,1,4,4,9,Silver
1642,1658,41,6,15354,2,4,4,10,Silver
1643,1659,6,330,142588,1,1,2,4,Platinum
1644,1660,171,100,124958,4,2,2,8,Gold
1645,1661,51,29,20956,2,3,4,9,Silver
1646,1662,277,19,45450,4,3,3,10,Silver
1647,1663,19,383,197828,1,1,2,4,Platinum
1648,1664,374,3,4386,4,4,4,12,Bronze
1649,1665,16,197,206573,1,1,2,4,Platinum
1650,1666,36,164,77649,2,1,3,6,Gold
1651,1667,22,152,79154,2,1,3,6,Gold
1652,1668,8,53,46017,1,2,3,6,Gold
1653,1669,20,102,226026,2,1,1,4,Platinum
1654,1670,12,55,116019,1,2,2,5,Platinum
1655,1671,45,50,31473,2,2,4,8,Gold
1656,1672,306,25,45334,4,3,3,10,Silver
1657,1673,15,7,27996,1,4,4,9,Silver
1658,1674,279,2,74400,4,4,3,11,Bronze
1659,1675,2,2698,1509813,1,1,1,3,Platinum
1660,1676,18,74,1502600,1,2,1,4,Platinum
1661,1677,5,20,205119,1,3,2,6,Gold
1662,1678,79,3,204930,3,4,2,9,Silver
1663,1679,250,3,43984,4,4,3,11,Bronze
1664,1680,11,16,69108,1,4,3,8,Gold
1665,1681,246,20,46434,4,3,3,10,Silver
1666,1682,206,26,53200,4,3,3,10,Silver
1667,1683,2,92,236780,1,2,1,4,Platinum
1668,1684,185,21,38409,4,3,4,11,Bronze
1669,1685,33,133,109435,2,1,2,5,Platinum
1670,1686,60,13,29593,3,4,4,11,Bronze
1671,1687,197,53,106512,4,2,2,8,Gold
1672,1688,24,122,344789,2,1,1,4,Platinum
1673,1690,93,24,78302,3,3,3,9,Silver
1674,1691,5,152,116404,1,1,2,4,Platinum
1675,1692,52,41,127888,2,3,2,7,Gold
1676,1693,263,8,16714,4,4,4,12,Bronze
1677,1694,267,20,39890,4,3,3,10,Silver
1678,1695,37,28,75005,2,3,3,8,Gold
1679,1696,51,16,53641,2,4,3,9,Silver
1680,1697,53,172,368703,3,1,1,5,Platinum
1681,1698,25,106,254627,2,1,1,4,Platinum
1682,1699,23,7,16182,2,4,4,10,Silver
1683,1700,63,2,9908,3,4,4,11,Bronze
1684,1701,171,31,111294,4,3,2,9,Silver
1685,1702,68,26,94906,3,3,2,8,Gold
1686,1703,157,30,77363,4,3,3,10,Silver
1687,1704,3,2053,35536194,1,1,1,3,Platinum
1688,1705,202,30,27552,4,3,4,11,Bronze
1689,1706,5,199,191337,1,1,2,4,Platinum
1690,1707,68,102,83133,3,1,3,7,Gold
1691,1708,78,29,13846,3,3,4,10,Silver
1692,1709,2,236,246076,1,1,1,3,Platinum
1693,1710,9,49,252618,1,2,1,4,Platinum
1694,1711,170,80,35462,4,2,4,10,Silver
1695,1712,18,126,107454,1,1,2,4,Platinum
1696,1713,6,29,26782,1,3,4,8,Gold
1697,1714,10,253,311145,1,1,1,3,Platinum
1698,1715,87,30,41033,3,3,3,9,Silver
1699,1716,27,4,12447,2,4,4,10,Silver
1700,1717,29,168,107056,2,1,2,5,Platinum
1701,1718,20,99,86035,2,2,3,7,Gold
1702,1719,62,90,220593,3,2,1,6,Gold
1703,1720,25,13,26097,2,4,4,10,Silver
1704,1721,11,572,1181021,1,1,1,3,Platinum
1705,1722,242,170,168178,4,1,2,7,Gold
1706,1723,281,132,56488,4,1,3,8,Gold
1707,1724,235,61,100905,4,2,2,8,Gold
1708,1725,4,74,226239,1,2,1,4,Platinum
1709,1726,17,102,79289,1,1,3,5,Platinum
1710,1727,32,42,380500,2,2,1,5,Platinum
1711,1729,29,258,3537371,2,1,1,4,Platinum
